timestamp,consumption,anomaly
2023-01-01 00:00:00,51.4901424590337,0.0
2023-01-01 01:00:00,97.57721421114046,1.0
2023-01-01 02:00:00,59.44306561430208,0.0
2023-01-01 03:00:00,65.17569128702229,0.0
2023-01-01 04:00:00,62.28792093259657,0.0
2023-01-01 05:00:00,63.786476523488474,0.0
2023-01-01 06:00:00,69.73763844652217,0.0
2023-01-01 07:00:00,66.79119158179475,0.0
2023-01-01 08:00:00,61.581957898961726,0.0
2023-01-01 09:00:00,62.23428184855611,0.0
2023-01-01 10:00:00,56.10974692156262,0.0
2023-01-01 11:00:00,52.485096415827044,0.0
2023-01-01 12:00:00,50.7258868146981,0.0
2023-01-01 13:00:00,40.3778735894888,0.0
2023-01-01 14:00:00,37.32524650246091,0.0
2023-01-01 15:00:00,37.70653569447887,0.0
2023-01-01 16:00:00,33.97112558223015,0.0
2023-01-01 17:00:00,36.453854603449805,0.0
2023-01-01 18:00:00,32.275927773436365,0.0
2023-01-01 19:00:00,31.2742015016581,0.0
2023-01-01 20:00:00,41.406565249998074,0.0
2023-01-01 21:00:00,38.71606938074218,0.0
2023-01-01 22:00:00,42.70258461406377,0.0
2023-01-01 23:00:00,41.843469764821805,0.0
2023-01-02 00:00:00,48.366851826424444,0.0
2023-01-02 01:00:00,54.2150534456674,0.0
2023-01-02 02:00:00,54.04701926773308,0.0
2023-01-02 03:00:00,61.73369577283521,0.0
2023-01-02 04:00:00,61.188464987010164,0.0
2023-01-02 05:00:00,63.613806144956186,0.0
2023-01-02 06:00:00,63.19488016331181,0.0
2023-01-02 07:00:00,70.04572194786284,0.0
2023-01-02 08:00:00,62.94988938255278,0.0
2023-01-02 09:00:00,57.43346893093052,0.0
2023-01-02 10:00:00,59.96763473630959,0.0
2023-01-02 11:00:00,50.21975472662477,0.0
2023-01-02 12:00:00,50.62659078501427,0.0
2023-01-02 13:00:00,40.23870395182287,0.0
2023-01-02 14:00:00,38.51544185330472,0.0
2023-01-02 15:00:00,39.98398198980917,0.0
2023-01-02 16:00:00,39.225018683219666,0.0
2023-01-02 17:00:00,36.02521744923389,0.0
2023-01-02 18:00:00,34.65305515283528,0.0
2023-01-02 19:00:00,34.60780151889611,0.0
2023-01-02 20:00:00,32.57405297213113,0.0
2023-01-02 21:00:00,37.233865657017645,0.0
2023-01-02 22:00:00,41.11808368712062,0.0
2023-01-02 23:00:00,49.289081002118905,0.0
2023-01-03 00:00:00,51.030854868705376,0.0
2023-01-03 01:00:00,48.5931652104496,0.0
2023-01-03 02:00:00,58.47225190818437,0.0
2023-01-03 03:00:00,59.451354876549246,0.0
2023-01-03 04:00:00,60.95961505584869,0.0
2023-01-03 05:00:00,66.32391626085862,0.0
2023-01-03 06:00:00,68.09299856748785,0.0
2023-01-03 07:00:00,67.28272775168463,0.0
2023-01-03 08:00:00,60.47272848709867,0.0
2023-01-03 09:00:00,59.67896459024458,0.0
2023-01-03 10:00:00,58.49379029421071,0.0
2023-01-03 11:00:00,56.80892105790492,0.0
2023-01-03 12:00:00,48.562477286464166,0.0
2023-01-03 13:00:00,45.56073739347075,0.0
2023-01-03 14:00:00,39.18099507798193,0.0
2023-01-03 15:00:00,35.80477840995981,0.0
2023-01-03 16:00:00,39.447196410416026,0.0
2023-01-03 17:00:00,39.579832691376446,0.0
2023-01-03 18:00:00,34.783969635259,0.0
2023-01-03 19:00:00,38.52171129934004,0.0
2023-01-03 20:00:00,38.094527018376304,0.0
2023-01-03 21:00:00,37.4580390183864,0.0
2023-01-03 22:00:00,43.58418681652519,0.0
2023-01-03 23:00:00,50.73182402286007,0.0
2023-01-04 00:00:00,49.89252188267013,0.0
2023-01-04 01:00:00,58.57621664397979,0.0
2023-01-04 02:00:00,49.64076468773075,0.0
2023-01-04 03:00:00,63.07230923092385,0.0
2023-01-04 04:00:00,63.25152226148108,0.0
2023-01-04 05:00:00,63.59186534293842,0.0
2023-01-04 06:00:00,65.27528232960651,0.0
2023-01-04 07:00:00,58.526180650533355,0.0
2023-01-04 08:00:00,62.33136539325407,0.0
2023-01-04 09:00:00,61.67793943233347,0.0
2023-01-04 10:00:00,61.9336821342246,0.0
2023-01-04 11:00:00,52.32747502171691,0.0
2023-01-04 12:00:00,47.57451919132045,0.0
2023-01-04 13:00:00,44.61244319270862,0.0
2023-01-04 14:00:00,45.246206353106246,0.0
2023-01-04 15:00:00,40.379651611180876,0.0
2023-01-04 16:00:00,35.42033833193232,0.0
2023-01-04 17:00:00,37.05091490500406,0.0
2023-01-04 18:00:00,35.29123264804412,0.0
2023-01-04 19:00:00,38.417047577262636,0.0
2023-01-04 20:00:00,34.90345966160134,0.0
2023-01-04 21:00:00,38.410411842408465,0.0
2023-01-04 22:00:00,41.323675540603475,0.0
2023-01-04 23:00:00,41.72716947906579,0.0
2023-01-05 00:00:00,50.888360831193715,0.0
2023-01-05 01:00:00,54.665451493077434,0.0
2023-01-05 02:00:00,57.51534036992736,0.0
2023-01-05 03:00:00,59.90284031767273,0.0
2023-01-05 04:00:00,58.744268830615326,0.0
2023-01-05 05:00:00,63.226951426039925,0.0
2023-01-05 06:00:00,63.97185645041969,0.0
2023-01-05 07:00:00,62.082055586671174,0.0
2023-01-05 08:00:00,62.50652392176858,0.0
2023-01-05 09:00:00,61.81875428824185,0.0
2023-01-05 10:00:00,63.158557703631644,0.0
2023-01-05 11:00:00,54.40601911503337,0.0
2023-01-05 12:00:00,50.772651172168366,0.0
2023-01-05 13:00:00,45.89437657616374,0.0
2023-01-05 14:00:00,36.7436863541029,0.0
